Reviews,Labels
ekdom faltu choto bag,0
handbag order korsi kintu dise chinese shampoo,0
10taka hola valo hoto ..ata ki pailam bujlam na 'daklam akta r pailam akta ata holo onlaine,0
bage er man onek kharap,0
khub choto bag taka rakha jay na thikmoto,0
man khub i kharap,0
ekdom i kajer na,0
order korar por packet er vitore jinis nai,0
spray kaj kore na,0
2 ta product order korsi dise 1 ta....batpar,0
protarona korse,0
man khub i nicmnomaner kaj kore na thikmoto,0
faltu ponno,0
pic dea chilo ekta r dese r ekta bag quality o karap chilo jar karone daraj din din customer haraya feltese,0
kharap ponno,0
valo na pic jemon temon ar ekdom normal,0
onk sosta ebong nimnomaner,0
damta bag hisebe besi hoise,0
opochondoniyo motei valo noy,0
khub baje ponno,0
patla rexin baje chain,0
ekdom choto bag purai loss,0
osontusto,0
amake sudhu deya hoyse normal ekta bag ja picture er sathe mil nai,0
baje ekta bag,0
khub i baje darmaroller,0
vetorer box ta vanga chilo,0
duplicate product...beshi dum diye kinecilam..tarppor o used product diyese seller.kew kindenna,0
protarok akta.. ami ki ata chaisi? ami ja chaisi seta na dea sompurno onno jinis pathaise. baje r protarona kore business hoy? disgusting kew kinben na,0
ami 2 ta light order koresilam but packet a dise akta.,0
line e dewar sathe sathe shock dise,0
otirikto dam,0
ekta o kaj kore na,0
hijab order korsi kintu blender er jinispati dise,0
nimnomaner kapor,0
baje man,0
man ta valo kora dorkar,0
color ta valo na,0
akdomi kharap aigulo pode namaz porle bamaz o hoba na,0
50 pcs deuar Kotha chilo amii 2 ta order krchi 38 tkay 40 Pcs diche,0
quality khub poor...venge jai sohoj e...,0
pin gulo sob khule gyse,0
vlo na sera silo kapor ta kharap silo,0
local ponno man valo na,0
valo na ekdomi,0
chata bondho kore guchano onek somossa,0
vanga chata dise,0
ponno ta khotigrosto,0
aita ki multicolor sata kichu i jane na,0
onek halka ekdom bhalona,0
eto valo na normal,0
man onek karap,0
Chata tar selay khula chilo.tachara packet valo chilo,0
man onujayi dam onk beshi,0
selai er man khubi baje,0
chailam ki dilen ki,0
onek dam color tao same den nai,0
valo kintu picture ayr moto boro na,0
hijap ta onek short,0
halka ektu diffect,0
50 pcs deuar Kotha chilo .amii 2 ta order krchi 38 tkay 40 Pcs diche .amk bola hoichilo 100 pcs dibe .very bad,0
chera jinis diye pathaiche,0
quality khub poor...venge jai sohoj e...,0
vlo na sera silo kapor ta kharap silo,0
order haat e paini tobuo lekha delivered.Bepar ta ki bujhlam na,0
local ponno er man valo na,0
purai expectation er baire chilo,0
ponner maner tulonay dam onek beshi,0
Daraz teke onekk product niyec tbe ei ta khuvi baje cilo cera cilo chot cilo,0
"Chira chilo cap ta, ajob defective jinish keno den apnara?",0
prothom bar ei chire gese,0
nosto ghori disen,0
material kharap nosto hoye gese 2 din ei,0
man onek kharap..ghorite ulta chilo nam ta,0
ghori ta nosto chilo,0
khube kharap..kew niben na..baje jinish,0
vanga jinis khub i hotash,0
"bhai moyla use bag keno dilen ? eibhabe ar koto din business korben? ami product return korina amar previous order daraz jane, Product return dlam bhai.",0
chailam ki r dilen ki. pic daua ase mi ar logo pathaise fila ar bag. tau abar bag ar hat chira. ar order disi blue colour pathaisen nevy blue,0
khub i nimno maner,0
eta mini bag kintu seller bole nai age,0
bag er man khub i baje,0
ponner man khub i baje,0
moylajukto ponno dise,0
ami jantam ei price e khub bhalo kisu pabo na but eto kharap expect kori nai. review bhalo chilo bole nisilam. bt dekhe bujha jacche tarahura kore jemne parse banay diye dise. strap adjuster tao bag er bhitor shelai kore dise. ekhon adjust o kora jay na. shape tao joghonno,0
khub baje ekta bag chira ber hoyeche,0
pura taka nosto,0
"chobi r moto same keno den nai,pic e double chain pani rakhar jaiga etc dekha jacche",0
bolse school bag kintu eta mini bag,0
boro bag dekhaye choto bage dise tao onno color,0
color thik nai,0
ekodm baje ponno kdh e neyar por khule gese,0
purai shit quality amr friend abar valo ta paise mane vaggo thakle valo paben naile ei Obostha hobe,0
vi mal ta vlo pilm na. bag ar pitha ta sera,0
vai dam onek beshi,0
just 1 day use korse. ar ai obostha. bag ta akabarai normal kora falsa,0
"ei rokom baje jinis keu niben nah,kapor valo nah,size choto",0
ekdom kharap kew kinben na,0
khub i hotashajonok,0
kormokorta valo na,0
kisher temper shob vua,0
gun man khub kharap,0
jal ponno,0
apnara taka noshto korben na,0
shobcheye kharap maner,0
oshontosh jonok,0
eta khub aramdayok,0
fabric valo,0
"taka opochoy,puropuri",0
man voyanok chilo,0
apnader esob pechano system baad den,0
shottie khub shosta,0
etar upor theke stiker shore galo keno..?,0
dui number product,0
price na kome bere galo,0
ponnotite apatoto kono discount nei,0
amar jibone dekha shobchaite kharap ponno,0
shompurnorupe ekti jal ponno,0
baje phone,0
vai mobile ta haate neyar 1 ghonta por display noshto hoye gece,0
vaiya net price er thele beshi daam dhora hoyeche,0
display khub kharap,0
porishkar lagbe na jhir jhir lagbe,0
video dekhe valo lagbe na,0
dhakar baire shebati bondho ache,0
etar quality valo na,0
errokom fajlami korar mane ki?,0
"dhuru,amake hoyrani korlen",0
shawmi ekhon kharap jinis dicche,0
manush na thokia valo product dewar babostha koren,0
eto baje comments dekhe sahos hariye felechi,0
eishob baje comment ar review,0
fast charge hoy na,0
amake noshto ekta power bank dise,0
age khub valo chilo,0
apnader jinis faltu keno?,0
daraz ekhon cheating shuru koreche,0
ami etar chorom vabe vuktovigi,0
amake noshto power bank dise,0
eta akebarei kammo na,0
kintu daraz er service motew valo na,0
eta daraz theke asha korinai,0
amar kache prochur porimane raag uthe,0
"cashback dayni,baje bepar",0
ei product er quality valo,0
protarona kore ar koydin chalaben?,0
"1st dui dag sathe sathe charge uthe jay,hayre",0
kharap qualityr product peyechi,0
dukkhito sir,0
batparir akta shima thaka uchit,0
thokanor ak dhandabaji idea,0
jottoshob thoger dol,0
"noshto product peyechilam,daam kom chilo",0
noshto mal pathano hoyeche,0
eta ta support kore na,0
noshto headphone diyeche daraz,0
purai faltu,0
ponno haat e peye hotash hoye gelam,0
kono kajer na,0
ekdom baje product,0
mone hoy noshto hoye jabe,0
sound quality valo hobe na jani,0
er theke footpath er headphone onek valo,0
1 numberer vaotabaji,0
microphone kaaj kore na,0
charge 10 munite er beshi thake na,0
ek kaaner sound clear na,0
mon uthe gese pura,0
valo na,0
e dekhi on e hoy na,0
"khub baje quality,kine thokechi",0
tai bole etota kharap hobe vabini,0
oti derite delivary,0
"faizlami order korechi aj aat din,ekhono ponno haate paini",0
vai headphone shobtheke kharap,0
doyakore apnara kinen na,0
faltu quality,0
sound quality akdom e valo na,0
temon valo na,0
nimno maaner plastic dia toiri,0
ekdom baje ekta headphone,0
khub baje,0
refunder mar pache fele diye extra taka kamanor dhanda,0
purai faltu,0
vondami to valoi koren,0
chobite ekta ar dise arekta,0
ei shop theke product niyen na,0
vua,0
kono kreta eta order korben na,0
fazlami koren?chobite ekta ar disen arekta,0
kroy korle protarito hoben,0
ei dokaner sathe deal na kora,0
manush thokanor dhanda,0
purai faltu ekta jinis disen apnara,0
sound quality onek kharap,0
battery noshto,0
baje product.darazer uchit ei dokanke kickout kora,0
chobi ar product akash patal parthokko,0
kenar aage vebe kinben,0
ami shompurno rupe hotash,0
"shedin thekei,apnarao boycott korun",0
khubi faltu ebong baje ekta website,0
ekta nosto band pathano hoyeche amk,0
"baire jabo sotte o somoy baray ni, return ney ni",0
ami daraz k boycott korechi,0
tar pray sob i vua,0
low quality plastik bebohar kora hoyeche,0
zinzira teo er cheye sundor product banaite pare,0
khati 2 nambar bostu,0
taka nosto,0
erokom nokol faltu product ami kolpona kori ni,0
joghonno product,0
faltu shudhu kena i chilo ar kichu i hoy ni,0
faltu jinis diyeche,0
total batpari,0
vabchi return na diye vokta odhikar e mamla korbo,0
"asol vebe order diyechilam, bakita itihash",0
"keyboard khub valo, stylish",0
keyboard build quality khubi nimnomaner,0
somoy o taka opochoy,0
"keyboard 2nd diner nosto hoye gese, r mouse gelo 5 din",0
temon valo na,0
quality ektu normal but valoi,0
performance motamuti valo,0
kotha ebong kaj e mil pawa jay ni,0
light nosto chilo,0
door atkano jay na,0
ja ritimoto bivrantikor,0
"amr porichito jara oven kineche, tara sobai eta kinte mana koreche",0
dui nambari korle vobisshote na kheye morte hobe,0
ei oven ta valo na,0
apnader service khub i faltu,0
evabe offer er name manush thokacchen keno,0
ulta palta setup e china ghori delivery disen,0
"khub kharap ghori, ami 3 din o bebohar korte parlam na",0
mil nai onno sob kichu chobi r sathe,0
er theke kharap belt r kichu nai,0
"ekhon ar chole na, ekdom nosto hoye geche",0
ghorir belt joghonno,0
chobi r sathe product er onk parthokko,0
batpar,0
shudhu tk nosto korlam,0
"ar gift box o deynai, sob batpar",0
kotha ar kaj e kono mil nai,0
product ti ekkothay onk valo,0
baje khub baje,0
eta genuine leather na,0
eivabe manush k kharap product dile market e tikbena beshidin,0
"purai faltu, er cheye footpath er valo product pawa jay",0
beshi ekta valo na,0
khub baje o nimno maner quality ponno,0
dhaka r moddhe i batpari,0
kono manei hoy na eta kenar,0
ami eta fele diyechi,0
batpari r ekta shima thake,0
baje leather,0
chobi r moto product amake deya hoy ni,0
"nile i dhora khaben, jeon ami khelam",0
khub i nimnomaner ponno,0
40 taka dam er khub i nimnomaner product,0
keu kinben na ei product,0
product quality baje,0
mittha kotha bole product bikri koren,0
apnar company r upor netibachok provab porbe,0
ekdom third class marka ekta jinis,0
evabe mobile rakha jay kotha na bole bikri kora i valo chilo,0
taka hisebe product er man otota valo na,0
ami sobaike onurodh korbo eta na kinar jonno,0
2ta r quality te gormil ache,0
moneybag ta khub normal,0
product gulo r quality dam er tulonay valo chilo na,0
"quality ta onk poor, chobi r sathe mil nai",0
panjabi r quality khub i baje chilo,0
evabe kauke thokaben na doya kore,0
"khb i patla kapor, ek dhoya tei nosto hoye giyeche",0
faltu product,0
esob lovoniyo offer diye kono customer k thokaben na,0
ammu gali diyeceh prochur eto kharap kapor dekhe,0
"genji r pichone ekta futo, eto baje hobe vabtesi pari ni",0
quality kharap,0
kapor ekebare i valo na,0
ekdin dhoar por fakashe hoye geche,0
khub baje ekta product,0
chera silo genji,0
kapor ta khub ekta valo na,0
quality kharap,0
vul ponno dewa hoyeche,0
daraz er sheba ami sontusto noi,0
ar daraz er ponner size er somossa ache,0
ami amr 400 tk puropuri nosto hoye geche eta kine,0
kapot ektu o valo na,0
j ponno order kora hoyeche ta ami pai ni,0
era i market place ta nosto kortese,0
kintu kapor ashanutit hoy nai,0
kapor ta r ektu valo dewa uchit chilo,0
faltu ekta tshirt,0
"purai faltu, order er sathe product er kono mil nai",0
lol quality,0
quality valo na,0
purai lol,0
kapor nimno maner,0
"eta moteo fitting na, prochondo dhola",0
ar pic e jemon dekhay bastob e toto valo dekhay na,0
kapor er man khub ekta valo chilo na,0
ekebare baje chilo,0
chobi te jotota shundor asole temon na,0
print quality ottonto baje,0
daraz er sheba ami sontusto noi,0
dekhte jemon asole temon na,0
online e dekhte jemon bastob e alada,0
jei design dewa ache sei design er na,0
vul ponno dewa hoyeche,0
daraz er ponner size er somossa ache,0
kapor er man khub i baje,0
original rong nei,0
ek kothay dhora khaisi,0
faltu product,0
eti valo na,0
color er onek tartommo ache,0
dosh hobe dosh,0
shudhu shudhu hoyrani koren,0
purai faul,0
baje kapor ebong print,0
"kapor, seller 2 tai baje",0
hat e pawar por dekhi kapor er quality totota i kharap,0
kapor ekdom i valo na,0
nimno maner product,0
ami ei dhoroner product ekdom asha korini,0
khub kharap,0
product er quality khub i baje,0
faltu ekta product ojotha tk khoroch korlam,0
kapor er man ta arektu unnoto korle valo hoy,0
kapor temon valo na,0
khub i nimnomaner size er bap ma nai,0
kapor o valo na,0
chira prodcut den,0
lol purai faltu service faltu website,0
er theke kharap product ami jiboner dekhchi kina,0
"chobi te jemon dekha jay print ta serokom noy, purai vinno",0
faltu product. gajor dekhaiya hat e mula dhora i dise,0
eta r sticker ta khub baje quality r. sticker er jonno genji valo lage na,0
"kapor khub patla color print kora, ei dam e average",0
ferot dite baddho holam,0
"product quality eto baje, age bujhle ordery kortam na",0
kapor ebong selai er man eto kharap,0
"vaiya tshirt hat e peye mon ta nosto hoye gelo, design thik chilo",0
manush er sathe erokom protarona koiren na,0
chobi te dekhano shirt er rong o fabric er sathe pathano shirt er kono mil nai,0
valo i to suru korsen chobi r sathe kono mil nai,0
kono mil nai,0
color purai lada,0
purai loss khailam,0
chobi r bastobota sompurno vinno,0
banano valo hoy ni,0
mone hoy gulistan thk niye asche,0
khub i baje shirt,0
kapor er man beshi valo mone hoy ni,0
amr pura tk i loss hoyeche ei shirt ti kine,0
kapor er man khub beshi valo na,0
display r sathe shirt er color kaporer biboron kono tar i kono mil nei,0
ekdom baje,0
eta amr chahida onujayi ponno ti pai ni,0
kajer finishing konotai valo na,0
khub i baje quality,0
kaporer quality,0
color o mile na,0
khub i baje ebong faltu quality,0
third class ekta shirt,0
amar dekha sobchaite baje product,0
order kora brand er sathe delivery product er kono mil nai,0
shirt er selai e onekkhani khut ache,0
taka nosto,0
kapor quality to kharap protarona,0
faltu shirt bongobazar quality,0
pic er color er onek difference,0
amar kache khub i valo lagche,0
kapor quality ekdom baje,0
khub i joghonno maner,0
manush online e bisshash korte pare na,0
product onujayi dam beshi chilo,0
fabric khub vari tai valo lage ni,0
chobi r moto product pai ni,0
ami jemon ta cheyechilam product ta temon na,0
genji tir man khub beshi ekta valo na,0
ponne dewa chilo chaiyan sobuj rong er jonne osuntoso ami,0
faltu genji quality valo na ar sobcheye boro kotha onno color dise,0
khub i nimnomaner kapor,0
ek kothay mitthchar bola jay,0
order er details er sathe mil nei,0
quality valo na,0
quality o khub baje,0
bastob e kapor ta chobbi r moto ujjol na,0
vua ekta product,0
order kora product er sathe delivery product er kono mil nai,0
pant chira paisi,0
khub kharap,0
customer birokti karon holen,0
mone hocche jeno karo bebohrito puraton kapor,0
pocket alada baje kapor diye lagano,0
ekdom baje obostha kapor er,0
kapor tao hotosha y fele dey,0
ami j ponno order korechilam sei onujayi ponno pai nai,0
photo te pant er color er sathe mil pai nai,0
chobi tar sathe kono mil nai,0
quality onek kharap,0
nimnomaner product diche,0
amr ponno ti ferot dibo,0
vua sob product,0
khub i nimnomaner ekta kalo color er jacket pathiyeche ja hotashajonok,0
bag ta beshi choto personally amr valo lage ni,0
dhoka khailam,0
product fake,0
porduct holo rasta r product er moton,0
chain er obostha valo na,0
apex company r kache erokom asha korini,0
etra kon dhoroner cheatery,0
bepar ta khub i lojjajonok,0
microphone ta nosto dichen,0
ekta ponno kinbo bole vabchilam eto ovijog,0
product tir obostha valo chilo na,0
mone hocche pura taka tai dhora khelam,0
nimnomaner product,0
ekhon dekhi purai dhora,0
product samanno vanga chilo,0
pore ferot diye dite baddho hoyechi,0
eta eto nimnomaner product je bole bujhano jabe na,0
nosto jinis,0
product ti vanga,0
keu vule o kinben na,0
2ta i ochol,0
nosto memory card chilo,0
somoy o tk opochay,0
apnader to dekhchi mukh er joban thik nai,0
daraz er uchit eisob seller er biruddhe podokkhep newa,0
emon baje obostha keno,0
vai kaj kore na,0
ekdom i aram nei,0
khub i baje ar joghonno,0
asole ei product beshikkhon bebohar er jonno upojogi na,0
beshikkhon bebohar korle hat betha suru hoy,0
deliver slow,0
payment niye voganti hoyeche,0
headphone er sound quality ekdom i valo na,0
amar taka ta loss hoyeche,0
ami eta kine khub i hotash hoyechi,0
cheater,0
order korchi ekta arekta diche eita cheater,0
kinchen to thokchen,0
feature onujayi quality r kono mil nai,0
purai faul,0
sobaike na kenar jonno bolbo,0
ar daraz hocche 2 number,0
khub i baje,0
er moto joghonno kichu nai,0
order korchilam eita kintu pathaise 200 tk r arekta cheating,0
tarer quality ottonto nimno,0
microphone kaj kore nah,0
order dilam ekta delivery pelam arekta,0
1 ghonta r beshi charge thake na,0
ekdom baje obostha,0
quality khub baje,0
daraz amr asha purone puropuri bertho,0
ashanurup chilo na,0
ekdom faltu sound,0
sound quality khub i kharap,0
chobi r sathe kono mil nai,0
khub baje product,0
ekti speaker e sound ashe na,0
sound quality kotto baje ta bole bujhate parbo nah,0
nosto charger point,0
bass bolte kichu nai,0
duniya r sobcheye baje headphone thakle eita ache,0
eto baje sound ja bolar baire,0
daraz theke electronics er ponno kena attohotta r shamil,0
eirokom vaotabaji na korle hoy na,0
ulto hoyrani r shikar hote hoy,0
dam er tulonay ponno ta onek baje,0
sound quality baje,0
pura i faltu,0
khub kom charge thake,0
ashanurup product pai ni,0
sound quality kaner jonno aramdayok noy,0
product er quality jemon hobar kotha eti tar dhare kache o nai,0
ek masher moddhe i nosto hoye geche,0
emon pocha jinis bajar e kome ase,0
kbub i baje sound quality,0
apnera seta na diye onno kichu diben,0
sound quality besh baje,0
eta mene newa jay na,0
faul product,0
ken vai defected jinis diye hoyrani koren,0
batpari bondho koren,0
chobi te ekrokom bastobota vinno,0
ekdom faltu product,0
erokom janle ami eta jibone o kintam na,0
jemon dekhano hoeyche temon hoy nai,0
valo na ekdom i,0
amar ekta complain chilo delivery niye,0
kapor valo na,0
eta normal quality,0
apnara deliver dite ektu beshi i deri koren,0
sob miliye pochonder quality chilo,0
moteo catalog er motochilo na,0
chobi r sathe bastob e kono mil nai,0
jama r orna ebong hatar mil nai,0
ki order korlam r ki pelam,0
er cheye nimnomaner jama r hoy na,0
product ti chera chilo,0
digital protarona suru korlo daraz,0
ami ei dhoroner product sotti asha korini,0
khub khub khub nimnomaner jinis,0
man arektu valo asha korechilam,0
chobi r moto na,0
apnara ja delivery dicchen moteo kankhito noy,0
online e kenakata bisshashjoggota haraben,0
arekjon k utsahito korar poriborte nirutsahito korte baddho hocchi,0
ek kothay eto joghonnotomo kapor age kokhono dekhi ni,0
free dile o ei jatiyo kapor nite raji noy,0
taka nosto,0
vai eto baje product ar keu niyen na,0
kapor er quality khub i baje,0
chobi te print jemon dekhano hoyeche tar sathe akash patal tofat,0
daraz er kach thk emon asha korini,0
kew e dhoron er baje quality r kapor porte parbe na,0
shudhu chobi tei fitfat,0
ek prokar protarona,0
eto baje hobe sopne o vabini,0
ekdom baje keu kinben na,0
ekebare baje,0
baje maner,0
faltu kapor,0
quality valo na,0
oti lovi seller der jonno desher online shopping site gulo darate parche na,0
daraz k aro onek beshi nojordari korte hobe quality control e,0
ki dekhailen ar ki pailam,0
daraz kivabe manush ke thokay tar proman pelam,0
kapor rong o printing konotai valo na,0
darz k bye bye online e apnader product kine shikkha hoyeche ar na,0
ponner man nimnomaner,0
baje ekta dress,0
ami jei product peyechi seta catalog er stahe mil chilo na,0
just 2 nombori,0
jama ar payjama r kapor ta khubi nimnomaner patla kapor,0
kono mil nai,0
ami onek parthokko dekhte peyechi,0
chobi r satheektu mil hol o hoto,0
rong er mil nai design er mil nai,0
design e kichu somossa chilo,0
ek rokom er chobni diye onno rokom er poshak dilen,0
prothom bar online e ponno niye thoklam,0
etar kichu somossa peyechi,0
ekdom faltu dress return kore dibo,0
dam ta ektu beshi,0
dekhe nite pari na bole emon thokano uchit na,0
packet kholar por dekhi ekdom nosto,0
ekbar ekrokom ojon dekhay khub i kharap ekbar 65 jokhon ja iccha,0
nosto kaj kore na,0
batpari r ekta shima thaka uchit,0
pura i faltu ekta product keu kinben na,0
chobi r motoproduct pai ni,0
weardrobe ta khub i choto ebong plastic er quality motei valo na,0
quality ar size onujayi dam onek beshi,0
vanga dhakna diye dise,0
valo char e valo ponno asha korchilam,0
RFL er moto quality beheen,0
dhaknar ek ongsho vanga chilo,0
product ar design nitantoi kom,0
baje ponno,0
product valo chilo,0
tobe designta khub valo lageni,0
sombhoboto jinjirar 2 number jinish diye botoler vitor diye dey,0
eder biruddhe bebostha nite hobe,0
vondo company,0
ekebare nokol maal,0
ekebare faltu jinish,0
tader shob ponnoi dui number,0
nokol bodysoray mone hocche,0
kew kine protarito hoben nah,0
eitah chalkbazar er toiri,0
kine taka nosto koriyen na,0
product quality nokol,0
spray kora zay nah,0
khub shokto smooth na,0
khub shokto smooth na,0
faltu kaaj batpari service,0
etir haoyar goti porjapto nah,0
eti thikmoto kaaj kore nah,0
ei cooler bebohar kora theke fan bebohar kora valo,0
kenar duidin por nosto hoye gese,0
sadharon faner thekeo kharap service dey,0
quality amar kache temon valo mone hoy ni,0
amake bhul product deya hoyeche,0
eitah set korte besh jhamela mone hoyechilo,0
switch tah ektu low quality,0
quality valo nah,0
just takar opochoy,0
khub baje obstha,0
item khub baje obsthay chilo,0
emon baje product ami amar life e kokhono dekhi nai,0
quality baje,0
totally damage product diya diche,0
khube baje product,0
ami daraz er upor hotash,0
apnader producter quality check kore sell deya uchit,0
4 packet order diye bipode porechi,0
ei diaper er shoshon khomota onek kom,0
baccha arambodh kore nah,0
dekhte shudor nah,0
eta ek dhoroner protarona,0
ami vokta odhikaar ain e mamla korbo,0
jemon asha korechilam temon nah,0
daam beshi,0
ami oder korechi ekti kintu oi product asce duiti,0
onno product er bodole ekoi color duiti asce,0
faltu jinisjer pichone taka khoroch korlam,0
shob taka jole gelo,0
folafolta ashanurup noy,0
daraz amar sathe protarona koreche,0
delivery dite 5 din somoy beshi legeche bole ektu kharap legeche,0
1 din bebohar korechi tarpor nosto hoye gese,0
onno model delivery deya hoyeche zeitah kammo noy,0
takatai nosto,0
ekdom faltu ekta jinish,0
trimmer er packet ta ekdom intact pai nai,0
official shop theke eitah asha kora zay nah,0
charge onek kom thake,0
battery valo nah,0
charge deyar cable nosto,0
jiboneo kokhono daraz theke kichu kinbona,0
valo nah temon,0
bkash e cashback paoyar kotha deyni,0
protarok thokbaaj trimmer er box e mobile cover diye 380 taka niye gelo,0
batpar daraz,0
zara kini tader porte hoy voganti te,0
mitthabaadir dol,0
quality valo nah,0
battery backup ektu kharap,0
nosto hoye gese,0
warranty card paini,0
chobir ghorir sathe amar kache daraz er pathano ghorir kono mil nei,0
daraz chobir sathe delivery kora product er kono mil nei,0
chobir color er sathe mil nei,0
sracth poreche plastic er hatol cover fete gese,0
shobcheye dukkhojonok holo je product order korechi seti paini,0
ekti parts pathano hoyni,0
seller kichu dhokabajir ashroy niyeche,0
ekebaare baje chilo,0
ki ajob,0
notun baatparir dhanda ber koreche,0
ek t-shirt kotha bole arekta delivery diche,0
daraz vua fake,0
ami protarito holam,0
eto obhijog,0
daraz er cheye joghonnotomo kono service ami amar jibone dekhi nai,0
ek kothay joghonnotomo,0
daraz batpaarder theke kew kinben nah please,0
baatpari dekay ekta dilo arekta,0
ora cheater,0
daraz vua fake,0
daraz 11.11 naame dhandabaaji kortese,0
shob 2 number 100 takar jinish 500 taka,0
live e shobai report maro daraz baatpar,0
baatpar daraz,0
reject product delivery dey,0
faltu daraz,0
haissokor eigula haissokor,0
chor baatpar,0
baatpar company,0
rubbish company,0
protaronar onno naam daraz,0
kew daraz er faade pa dibe nah,0
shobai tomar upore naraz,0
bhai re e dhandabaji bebsha baad dao,0
purai faltu,0
vua company,0
cheatery er ekta shima thake,0
mamla hobe shudhu mamla,0
daraz e shob kichur daam onek beshi,0
jotoshob baatpari,0
daraz dhongsho kore dilo e-commerce bebsha,0
amra hotash,0
accha tader naam daraz nah hoye dhandabaj holo nah keno,0
era protarok,0
faltu offer,0
daraz ke borjon korun shobai,0
vua kothabarta,0
shob vondami,0
11 takay product vua,0
daraz er moto online shop amra chai nah bangladesh e,0
vondo daraz,0
khobordaar fashben na,0
daraz eta ki rokom dhandabaji,0
shobcheye kharap online,0
ekhn daraz er shipping delivery charge beshi,0
echarao ponno maaner khub kharap,0
eta kebol jaliyati,0
bikreta amake khotigrosto ponno pathan,0
jaal ponno,0
eita khub e shundor oshadharon shobdo,0
eta amdr jnno valo nah,0
shobdo khub kharap maaner,0
ami shotti hotash,0
ponno er maan valo na,0
shontusto na,0
khub e hotashjonok,0
kharap gunomaan,0
shobdo er maan khub doridro,0
ponno abong shobdo er maan khub kharap,0
ponno maaner valo chilo,0
bash maan khub kharap,0
ami apnar kach theke nishkriyo onno peyechi ja khub oprottashito,0
shobdo er maan valo na,0
shobcheye kharap shobdo er maan,0
sound quality valo noy,0
amake bolechilo eita asol kintu amake ekta copy ponno diyeche,0
ponnoti trutipurno,0
apnar taka nosto korben nah,0
shobcheye kharap phone,0
ami mone kori ami amr takar opochoy,0
nimno maaner ponno,0
eti shotti khub osshavabik,0
ami ponno shomporke khub hotash,0
shobdogun khub kharap,0
eti apnar kach theke sompornorupe ogrohonjoggo,0
hotash ebong ghrinno,0
voyanok maaner,0
vua chitkar shunteo beshi somoy lagbenah,0
daam khub beshi configuaration er tulonay,0
phone dhir camera chinhito kora hoy nah,0
ami eita pochondo kori na,0
configuaration onujayi daam beshi,0
camera shontoshjonok maaner noy,0
eti ekti loghu phone khub dheere chole,0
vari game moshrin vabe chole nah,0
ami oshohtushto,0
valo na taka shompurno opochoy,0
valo nah,0
ei ponno khub nimno maaner chilo,0
ompurnovabe ortho opochoy,0
ei jinish apnar mile band 3 glass upojukto o hobe nah,0
ei ponno valo nah,0
ami ei charger kroy kore moteo shontushto noi,0
mittha tottho prodan kore pnno bikri koreche,0
eta hotasha jonok,0
eta khubi shomosshakor,0
eta amader jonno valo na tai ei dokan kinte na,0
shobdo maner khub kharap,0
ami shottie hotash,0
ponno er maan valo na,0
sontushto na,0
khub hotashajonok,0
kharap gunoman,0
shobdo er man khub doridro,0
pommp ebong shobdo er man khub kharap,0
ponno maner valo chilo,0
ami apnar kach theke nishkriyo ponno peyechi ja khub oprottashito,0
shobdo er man valo na,0
shobcheye kharap shobdo er maan,0
sound quality valo noy,0
mitthabadi bikreta,0
ponnoti trutipurno,0
apnar taka noshto korben na,0
nimno maner ponno,0
eti shottie khub osshavabik,0
ami ponno shomporke khub hotash,0
ami mone kori ami amar taka opochoy,0
eti apnar kach theke shompurno rupe ogrohonjoggo,0
hotash ebong ghrinno,0
voyanok maner,0
kharap maner shonjog,0
eta khub biroktikor hote pare,0
eu mullo porishimay shontushto na,0
ottonto baje maner shobdo,0
"otirikto daam,takar mullo noshto",0
shamogrikvabe shontoshjonok noy,0
beat ebong shondo volume valo noy,0
valo maner niche,0
headphoner gunoman ei mulloporishore valo noy,0
ponno nokol chilo,0
ponno chinese chilo,0
ponno chinese chilo,0
ponno copy chilo,0
voyanok shobder gunoman,0
pocha charging khomota,0
durbol socchota kane mapshoi kora jabe na,0
specification songe mile na,0
replacement garrunttee nai,0
vogus jinis,0
eta ekdom rubish,0
erokom dakati pikaboor kache asha kori nai,0
epic shobdo,0
etir shobdo maner tulonay speaker hisebe valo noy,0
vul heartbeat gonona,0
bethik podobinnas,0
default rup e bangla font somorthon/prodorshon kore na,0
batterry backup jacchetai,0
battery backup jacchetai,0
khub nimno maaner,0
amzfit bpi shonge mapshoi korben na,0
eta kinben na,0
ei belt shompurno ortho opochoy,0
maan hisebe khub kharap,0
eta shomporke khushi na,0
daam onujaye khub strap nimno maaner,0
nimno maaner strap,0
shawmee brand er holew ashanurup na,0
gun ekti bepar nimno maaner product,0
jodio daag pawar valo shomvabona ache,0
ami mone kori image ebong biborone mile nai,0
mullo niye hotash,0
karjokari noy,0
bishal jhamela,0
jhamelar ponno,0
ashar otit,0
sposhto voicer shonge perfect phone,0
jamon vebechilam tamon na,0
jamon vebechilam thik tar biporit,0
khub kharap item,0
watch kaaj korche na,0
ponner daam cheye maan kom,0
nimno maane shobcheye kharap ponno,0
khub kharap maaner,0
noksha valo ebong upadan descent,0
nimno maaner,0
jamon ullekh chilo she hisebe kapor kharap maaner,0
prottashito na,0
sudhu doridro maaner,0
abol tabol product,0
eta shotti e ortho opochoy,0
tara amake ei ponner poriborte vul ponno pathiyeche. kharap sheba,0
kom maaner ponno.pechoner dike ekti gorto,0
ekdom patla kapor,0
vua vua,0
ponno valo na,0
khub khub kom maaner,0
